PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude
CA-W-3375,E. & J. GALLO WINERY,MCCALL WINERIES & DISTILLERIES,1042 S MCCALL AVE,SANGER,CA,93657,FRESNO,36.7213404,-119.6100889
CA-W-21454,MOUNTAIN PEAK VINEYARDS LLC,ACUMEN,1044 LOS CARNEROS AVE,NAPA,CA,94559,NAPA,38.2532543,-122.3308443
CA-W-17785,HYDE WINES LLC,LARRY HYDE & SONS,1044 LOS CARNEROS AVE,NAPA,CA,94559,NAPA,38.2532543,-122.3308443
CA-W-20405,SANTA CROCE LLC,BLOODLINES,105 ZINFANDEL LN,ST. HELENA,CA,94574,NAPA,38.4889858,-122.4282924
CA-W-17523,CULTIVATE WINES LLC,CULTIVATE WINES,105 ZINFANDEL LN,SAINT HELENA,CA,94574,NAPA,38.4889858,-122.4282924
CA-W-21778,"DANCING CROW VINEYARDS, LLC",DANCING CROW,105 ZINFANDEL LN,ST HELENA,CA,94574,NAPA,38.4889858,-122.4282924
CA-W-16568,"JOEL GOTT WINES, LLC",JOEL GOTT WINES,105 ZINFANDEL LN,SAINT HELENA,CA,94574,NAPA,38.4889858,-122.4282924
CA-W-20141,JONATHAN F. LEAHY & JODY A. CASTLE,LEAHY CASTLE WINE,105 ZINFANDEL LN,ST. HELENA,CA,94574,NAPA,38.4889858,-122.4282924
CA-W-15418,"CREATIVE WINE CONCEPTS, INC.",SCOTT HARVEY WINES,105 ZINFANDEL LN,SAINT HELENA,CA,94574,NAPA,38.4889858,-122.4282924
CA-W-17776,E. & J. GALLO WINERY,THE RANCH WINERY,105 ZINFANDEL LN,SAINT HELENA,CA,94574,NAPA,38.4889858,-122.4282924
CA-W-16796,THE WOODMAR GROUP LLC,THE WOODMAR GROUP,105 ZINFANDEL LN,SAINT HELENA,CA,94574,NAPA,38.4889858,-122.4282924
CA-W-17131,AMULET ESTATE LLC,TUCK BECKSTOFFER WINES,105 ZINFANDEL LN,SAINT HELENA,CA,94574,NAPA,38.4889858,-122.4282924
CA-W-23462,8 MILLENNIUMS LLC,STORY WINERY,10525 BELL RD,PLYMOUTH,CA,95669,,38.5481669,-120.8280224
CA-W-22765,"ITAQUE VINEYARDS, INC",ITAQUE VINEYARDS,1054 ALICE ST,RAMONA,CA,92065,SAN DIEGO,33.0509047,-116.8854551
CA-W-3426,OLIVER W. AND ROBIN P. BRAY,BRAY VINEYARDS,10590 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR,38.5026181,-120.8239167
CA-W-17693,JAMES & MARGARET A. ALBERTI,ALBERTI VINEYARD,106 RICHARDSON RD,SANTA CRUZ,CA,95065,SANTA CRUZ,37.0727515,-121.9580205
CA-W-21472,"VINTAGE WINE ESTATES, INC.",CLOS PEGASE WINERY,1060 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA,38.5721065,-122.5552156
CA-W-15478,"VILLA TOSCANO, INC.",VILLA TOSCANO,10600 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR,38.504994,-120.8244552
CA-W-21171,"GONZAGUE & CLAIRE LURTON VINEYARDS, INC.",TRINITE WINERY,10603 CHALK HILL RD,HEALDSBURG,CA,95448,SONOMA,38.579039,-122.7743715
CA-W-23797,"GUERRIERO PACKING & WINE CO., INC",GUERRIERO PACKING AND WINE COMPANY,1061 S MCCALL AVE,SANGER,CA,93657,FRESNO,36.720677,-119.6132809
CA-W-16781,MARK JOSEPH BUNTER,BUNTERSPRING WINERY,1062 FIRST AVE,NAPA,CA,94558,NAPA,38.2987248,-122.251364
CA-W-3377,DANIEL ROBERT LUCERO & MARIAN P. LUCERO,OAKS RANCH ENTERPRISES,10654 TEXAS HILL RD,DOBBINS,CA,95935,YUBA,39.3697809,-121.210456
CA-W-3046,"MCCONNELL ESTATES WINERY, INC.",MCCONNELL ESTATES WINERY,10686 W STOCKTON BLVD STE A,ELK GROVE,CA,95758,SACRAMENTO,38.3701235,-121.3569552
CA-W-21373,MORAGA CANYON VINEYARDS LLC,MORAGA VINEYARDS,1070 MORAGA DR,LOS ANGELES,CA,90049,LOS ANGELES,34.0848718,-118.4679651
CA-W-17524,"GF WINES, LLC",GARY FARRELL WINERY,10701 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5075737,-122.89736
CA-W-1598,"BOUCHAINE VINEYARDS, INC.",BOUCHAINE VINEYARDS,1075 BUCHLI STATION RD,NAPA,CA,94559,NAPA,38.2223894,-122.3339598
CA-W-3441,MELISSA MARGARET MORAVEC & KURT G. REAUME,CASA CARNEROS,1075 BUCHLI STATION RD,NAPA,CA,94559,NAPA,38.2223894,-122.3339598
CA-W-16624,"DESTINO WINE GROUP, LLC",DESTINO WINES,1075 BUCHLI STATION RD,NAPA,CA,94559,NAPA,38.2223894,-122.3339598
CA-W-16560,"LA FAMIGLIA BOLOGNA, INC.",LA FAMIGLIA BOLOGNA,1075 BUCHLI STATION RD,NAPA,CA,94559,NAPA,38.2223894,-122.3339598
CA-W-23223,WALDELE FAMILY WINES LLC,WALDELE FAMILY WINES LLC,1075 BUCHLI STATION RD,NAPA,CA,94559,NAPA,38.2223894,-122.3339598
CA-W-16076,TINA PAULINE GRIETENS,MANAVIDOU WINERY,1075 DAKOTA LN,NIPOMO,CA,93444,SAN LUIS OBISPO,35.0966457,-120.463801
CA-W-21003,"NAPA WINE & SPIRITS, LLC",NAPA WINE VENTURES,1075 GOLDEN GATE DR,NAPA,CA,94558,NAPA,38.2780194,-122.3010073
CA-W-21872,W.J. DEUTSCH & SONS LTD.,DEUTSCH FAMILY WINE & SPIRITS,1077 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA,38.572037,-122.550632
CA-W-22961,GIRARD WINERY LLC,GIRARD WINERY,1077 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA,38.572037,-122.550632
CA-W-17135,"JEFF RUNQUIST WINES, INC.",JEFF RUNQUIST WINES,10776 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR,38.5166913,-120.8223911
CA-W-22921,"DI STASIO VINEYARDS AND WINES, LLC",DI STASIO VINEYARDS AND WINES,10788 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR,38.514798,-120.8209047
CA-W-2064,WILLIAM GEORGE EASTON JR. AND JANE LOUISE RIORDAN,DOMAINE DE LA TERRE ROUGE,10801 DICKSON RD,PLYMOUTH,CA,95669,AMADOR,38.5203957,-120.8237372
CA-W-23812,"BARRA FAMILY WINES, LLC",BARRA OF MENDOCINO,10801 EAST RD,REDWOOD VALLEY,CA,95470,MENDOCINO,39.301493,-123.201505
CA-W-17219,"OBLOQUY, INC.",NEXT OF KYN,10801 SANTA ANA RD,VENTURA,CA,93001,VENTURA,34.403972,-119.317797
CA-W-17488,"SINE QUA NON, INC.",SINE QUA NON,10801 SANTA ANA RD,VENTURA,CA,93001,VENTURA,34.403972,-119.317797
CA-W-22209,MOLLY AIDA,THE THIRD TWIN,10801 SANTA ANA RD,VENTURA,CA,93001,VENTURA,34.403972,-119.317797
CA-W-3069,"SHED-TEAU WINES, LLC",SHED-TEAU WINES,1081 ROUND HILL CIR,NAPA,CA,94558,NAPA,38.3026763,-122.337876
CA-W-16989,"CEDAR MOUNTAIN WINERY, INC.",CEDAR MOUNTAIN WINERY,10843 REUSS RD,LIVERMORE,CA,94550,ALAMEDA,37.661096,-121.6589899
CA-W-16218,LYNDA LEE TAYLOR,MT. VERNON WINERY,10850 MOUNT VERNON RD,AUBURN,CA,95603,PLACER,38.915881,-121.1049131
CA-W-3376,JAMES D. COSTELLO,COSTELLO'S MOUNTAIN BROW WINERY AND VINEYARD,10850 MT BROW RD,SONORA,CA,95370,TUOLUMNE,38.009272,-120.409523
CA-W-21296,"TURLEY WINE CELLARS, INC.",TURLEY WINE CELLARS,10851 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR,38.5173695,-120.8235802
CA-W-21922,"CREATIVE WINE CONCEPTS, INC.",SCOTT HARVEY WINES,10861 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR COUNTY,38.5185046,-120.8223014
CA-W-15038,"STONEHOUSE VINEYARDS & WINERY, LLC",STONEHOUSE VINEYARDS & WINERY,10861 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR,38.5185046,-120.8223014
CA-W-21410,JOHN LLOYD RITCHEY IV,BOTTLE JACK CELLARS,1088 LA MADRONA DR,SANTA CRUZ,CA,95060,,37.0073859,-122.023614
CA-W-22578,RICHARD WILES AND PEGGY WILES,WILES WINERY,10886 ENCINO DR,OAK VIEW,CA,93022,,34.4069084,-119.2880677
CA-W-20270,"BLANCHARD FAMILY WINES, LLC",BLANCHARD FAMILY WINES,109 W NORTH ST,HEALDSBURG,CA,95448,SONOMA,38.611398,-122.875716
CA-W-21844,"RALLY POINT WINES, LLC",RALLY POINT WINES,109 W NORTH ST,HEALDSBURG,CA,95448,SONOMA,38.611398,-122.875716
CA-W-22932,VITE GALLERON WINERY LLC,SULLIVAN VINEYARDS,1090 GALLERON RD,RUTHERFORD,CA,94574,NAPA,38.477359,-122.429331
CA-W-2659,JAMES MAYO & SUZANNE GENE GULLETT,VINO NOCETO,10901 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR,38.51975,-120.822996
CA-W-15315,"D-CUBED CELLARS, INC.",D-CUBED CELLARS,1091 LARKMEAD LN,CALISTOGA,CA,94515,NAPA,38.559337,-122.5222468
CA-W-2649,"FRANK FAMILY VINEYARDS, LLC",FRANK FAMILY VINEYARDS,1091 LARKMEAD LN,CALISTOGA,CA,94515,NAPA,38.559337,-122.5222468
CA-W-22546,"VINTAGE WINE ESTATES, INC.",DELECTUS WINERY,1091 SAINT HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.4844082,-122.4463921
CA-W-3098,"BRASSFIELD ESTATE WINERY, LLC",BRASSFIELD ESTATE WINERY,10915 HIGH VALLEY RD,CLEARLAKE OAKS,CA,95423,LAKE,39.057982,-122.711123
CA-W-22663,KRUPP BROTHERS LLC,KRUPP BROTHERS,1094 HARDMAN AVE,NAPA,CA,94558,,38.3481513,-122.2798768
CA-W-3332,AMIZETTA VINEYARDS WINERY LLC,AMIZETTA VINEYARDS WINERY,1099 GREENFIELD RD,SAINT HELENA,CA,94574,NAPA,38.5226499,-122.3815481
CA-W-23703,"CARDANO WINES, LLC",CARDANO ESTATES,110 - 122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-23848,"PHOENIX WINE COMPANY, LLC",DE NEGOCE,110 - 122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-21581,KACHINA CELLARS LLC,KACHINA CELLARS,110 - 122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-24070,"NAKEDWINES.COM, INC.",NAKEDWINES.COM,110 122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.2290556,-122.2548426
CA-W-23620,GEN V LLC,SERRES RANCH WINE,110 122 CAMINO ORUGA,NAPA,CA,94558,,38.2290556,-122.2548426
CA-W-15591,"BIN TO BOTTLE, LLC",BIN TO BOTTLE,110 -122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.2291305,-122.2555266
CA-W-17263,"FULCRUM WINES, LLC",CLOISONNE WINES,110 -122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.2291305,-122.2555266
CA-W-23005,"GOOSE EGG, LLC",EMPATHY WINES,110 -122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.2291305,-122.2555266
CA-W-16196,"TI BEVERAGE GROUP, LTD.",TRANSYLVANIA IMPORTS,110 CAMINA ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-17295,DEJAN NIKITOVIC,ARETE WINES,110 CAMINO ORUGA,NAPA,CA,94559,NAPA,38.229228,-122.2557289
CA-W-17415,THE GIRLS IN THE VINEYARD,ART+FARM WINE,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-23126,"SUMMIT VINEYARDS ESTATE, LLC",BEAU VIGNE WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-15990,"BLACK COYOTE CHATEAU, LLC",BLACK COYOTE,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-21485,"CASTRUCCI WINES, LLC",CASTRUCCI WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-21767,CENTURION FAMILY VINEYARD LLC,CENTURION FAMILY VINEYARD,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-22900,"EDWARD LEWIS CELLARS, LLC",EDWARD LEWIS CELLARS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-23342,GRINDSTONE WINES LLC,GRINDSTONE WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-16303,"RUTHERFORD BENCH, LLC",HOWELL MOUNTAIN VINEYARDS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-16106,JOSEPH FAMILY VINEYARDS LLC,JOSEPH FAMILY VINEYARDS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-15925,"PCJ, INC.",JUSLYN VINEYARDS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-23100,KENNEDY CELLARS INC.,KENNEDY CELLARS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-22875,"LLOYD & LOUISE, INC",LOOKOUT RIDGE WINERY,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-3256,"S&R ASSOCIATES, LLC",MATCH VINEYARDS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-22530,"MATTHEW RORICK WINES, INC.",MATTHEW RORICK WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-22279,"MOUNT SAINT JOSEPH WINES, LLC",MOUNT SAINT JOSEPH WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-21505,NELLCOTE WINE GROUP INC,NELLCOTE CELLARS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-16264,RUBISSOW FAMILY WINES LLC,RUBISSOW,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-15367,SPENCE VINEYARDS LLC,SPENCE VINEYARDS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-21552,"PROVIDE COMMERCE, INC.",PROVIDE COMMERCE WINERY,110 CAMINO ORUGA UNIT 110-122,NAPA,CA,94558,,38.229228,-122.2557289
CA-W-16994,"COHO WINES, LLC",COHO,110 CAMINO ORUGA WAY SUITE M,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-22233,"D'VINE INTERVENTION, LLC",D'VINE INTERVENTION,110 DODD CT,AMERICAN CANYON,CA,94503,NAPA,38.1943135,-122.2583433
CA-W-3597,AMY DILLY PREASEAU AND JACQUES NOEL PREASEAU,VALLEY VISTA VINEYARDS,110 VALLEY VIEW RD,WATSONVILLE,CA,95076,SANTA CRUZ,36.9897037,-121.7416376
CA-W-22245,"SAUREEL VINEYARDS, LLC",SAUREEL VINEYARDS,1100 COLD SPRINGS RD,PLACERVILLE,CA,95667,EL DORADO,38.756467,-120.883052
CA-W-21334,"STOCKWELL CELLARS, INC.",STOCKWELL CELLARS,1100 FAIR AVE BLDG A,SANTA CRUZ,CA,95060,SANTA CRUZ,36.9593916,-122.0454786
CA-W-20164,"BAIOCCHI FAMILY VINEYARDS, LLC",BAIOCCHI WINERY,11000 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR,38.5215105,-120.8186218
CA-W-17363,TKC VINEYARDS LLC,TKC VINEYARDS,11001 VALLEY DR,PLYMOUTH,CA,95669,AMADOR,38.528627,-120.819652
CA-W-21315,SCOTT SHAPLEY AND LAURA HOOVER,FLYWHEEL WINES,11005 COMMERCIAL PKWY,CASTROVILLE,CA,95012,MONTEREY,36.7594319,-121.740947
CA-W-24054,"FORWARD DRINKING, LLC",MINI VACAY WINES,11005 COMMERCIAL PKWY,CASTROVILLE,CA,95012,MONTEREY,36.7594319,-121.740947
CA-W-15423,"GARY FRANSCIONI & SONS, INC.",ROAR WINES,11005 COMMERCIAL PKWY,CASTROVILLE,CA,95012,MONTEREY,36.7594319,-121.740947
CA-W-16720,"MATTHIASSON FAMILY VINEYARDS, LLC",MATTHIASSON FAMILY VINEYARDS,110-122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-22717,"ROYAL WINE & SPIRITS, LLC",ROYAL PRINCE WINES,110-122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289
CA-W-16622,"CHAIM, LLC",COVENANT WINES,1102 6TH ST,BERKELEY,CA,94710,ALAMEDA,37.8821837,-122.3026462
CA-W-17731,"PETER PAUL WINES, LLC",PETER PAUL WINES,1102 6TH ST,BERKELEY,CA,94710,ALAMEDA,37.8821837,-122.3026462
CA-W-16493,"JACKSON FAMILY WINES, INC.",LA JOTA WINERY,1102 LAS POSADAS RD,ANGWIN,CA,94508,NAPA,38.5539691,-122.4176861
CA-W-23250,MATTHEW PRATT,BRADLEY RANCH WINERY,11070 BRADLEY RANCH RD,ELK GROVE,CA,95624,SACRAMENTO,38.4336529,-121.2697226
CA-W-22093,LORRAINE A. PASKETT ALBRECHT,PASKETT WINERY,11070 E WOODBRIDGE RD,ACAMPO,CA,95220,SAN JOAQUIN,38.1608742,-121.1808371
CA-W-3428,LAWRENCE C. LONG,AMADOR CELLARS,11093 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR,38.525556,-120.8212917
CA-W-15571,"ARON HILL VINEYARDS, INC.",ARON HILL VINEYARDS,111 CLARK RD,SHANDON,CA,93461,SAN LUIS OBISPO,35.6291924,-120.3721489
CA-W-2745,"SVP WINERY, LLC",SVP WINERY,111 CLARK RD,SHANDON,CA,93461,SAN LUIS OBISPO,35.6291924,-120.3721489
CA-W-23454,"COLIN AND CHRISTINA, LLC",COLIN AND CHRISTINA,111 GOODWIN AVE,PENNGROVE,CA,94951,SONOMA,38.2841478,-122.6685598
CA-W-23546,"DENMAN RANCH, LLC",DENMAN RANCH,111 GOODWIN AVE,PENNGROVE,CA,94951,SONOMA,38.2841478,-122.6685598
CA-W-22725,"SONOMA APERITIF, LLC",SONOMA APERITIF,111 GOODWIN AVE,PENNGROVE,CA,94951,SONOMA,38.2841478,-122.6685598
CA-W-16092,"WAXWING WINE CELLARS, INC.",WAXWING WINE CELLARS,111 INDUSTRIAL WAY #8,BELMONT,CA,94002,SAN MATEO,37.5215315,-122.2660101
CA-W-15265,ANA MARIA BECKER & GILBERT SCOTT BECKER,BOODEAUX VINEYARDS,1111 BERRY ST,CALISTOGA,CA,94515,NAPA,38.5769899,-122.583867
CA-W-15261,JEFFREY SCOTT SMITH,DUSINBERRE,1111 BERRY ST,CALISTOGA,CA,94515,NAPA,38.5769899,-122.583867
CA-W-23619,E. & J. GALLO WINERY,PAHLMEYER,1111 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA,38.5699273,-122.5544297
CA-W-22290,TREASURY WINE ESTATES AMERICAS COMPANY,STERLING VINEYARDS,1111 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA,38.5699273,-122.5544297
CA-W-2377,V. SATTUI WINERY,V. SATTUI WINERY,1111 WHITE LN,SAINT HELENA,CA,94574,NAPA,38.4890009,-122.4481801
CA-W-24004,AVENUE EIGHT LLC,AVENUE 8,1115 LOMA VISTA DR,NAPA,CA,94558,USA,38.3775369,-122.286576
CA-W-15534,PLOYEZ WINERY LTD.,PLOYEZ WINERY,11171 S STATE HWY 29,LOWER LAKE,CA,95457,LAKE,38.8925796,-122.6115389
CA-W-2261,PHILLIP A. STARR & ANNE F. STARR,SIERRA STARR VINEYARD & WINERY,11179 GIBSON DR,GRASS VALLEY,CA,95945,NEVADA,39.2118481,-121.090609
CA-W-21886,"CELLAR D, LLC",CELLAR D,1119 STATE LN,YOUNTVILLE,CA,94599,NAPA,38.4269597,-122.353461
CA-W-21399,"AC VIN CO., LLC",GROSSECROSS CELLARS,1119 STATE LN,YOUNTVILLE,CA,94599,,38.4269597,-122.353461
CA-W-22424,"OLD VINE WINE PARTNERS, LLC",T VINE CELLARS,1119 STATE LN,YOUNTVILLE,CA,94599,,38.4269597,-122.353461
CA-W-21290,ROBERT ANTHONY DE FEO,TARA WINERY,1120 AVIENDA NARANJA,RAMONA,CA,92065,SAN DIEGO,33.059042,-116.8763237
CA-W-2758,"JEDL ENTERPRISES, INC.",CHATEAU LASGOITY,11207 ROAD 26,MADERA,CA,93637,MADERA,36.9122834,-120.0735296
CA-W-413,GIUMARRA VINEYARDS CORPORATION,GIUMARRA VINEYARDS,11220 EDISON HWY,EDISON,CA,93220,KERN,35.3520078,-118.8834822
CA-W-23828,ROYAL WINE CORPORATION,ROYAL WINE-BAKERSFIELD,11220 EDISON HWY,BAKERSFIELD,CA,93307,KERN,35.3520078,-118.8834822
CA-W-2704,KATHLEEN CONWAY,CARMODY MCKNIGHT ESTATE WINES,11240 CHIMNEY ROCK RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.6549988,-120.8951291
CA-W-2929,"MONTE LAGO VINEYARDS & WINERY, INC.",MONTE LAGO VINEYARDS,11250 CERRITO DR,CLEARLAKE OAKS,CA,95423,LAKE,39.03236,-122.704377
CA-W-16356,ISCANDER JESUS BORJON,BORJON WINERY,11270 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR,38.5264072,-120.8128555
CA-W-22842,DUCKHORN WINE COMPANY,CALERA WINE COMPANY,11300 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO,36.7359507,-121.3686624
CA-W-17056,"CARNEROS WINE COMPANY, INC.",CARNEROS WINE COMPANY,1134 DEALY LN,NAPA,CA,94559,NAPA,38.2630002,-122.3415289
CA-W-3603,"NINA FIELDS VINEYARDS & WINERY, INC",NINA FIELD VINEYARDS & WINERY,11351 BURRIS LN,POTTER VALLEY,CA,95469,MENDOCINO,39.2779644,-123.0893086
CA-W-23213,SIP AND SAVOR,SIP AND SAVOR,11354 WHITE ROCK RD UNIT 135,RANCHO CORDOVA,CA,95742,SACRAMENTO,38.5896637,-121.2593655
CA-W-16151,ERNEST J. & SUSAN R. ODELL,ONO WINES,11379 RAINBOW LAKE RD,IGO,CA,96047,SHASTA,40.4808506,-122.6378175
CA-W-17213,CHARLES TUCKER,TUCKER CREEK VINEYARD,11379 RAINBOW LAKE RD,IGO,CA,96047,SHASTA,40.4808506,-122.6378175
CA-W-2341,"ARRIGONI & CECCHI ENTERPRISES, LLC",GREY FOX VINEYARDS,114 GREY FOX LN,OROVILLE,CA,95966,BUTTE,39.4949405,-121.4735133
CA-W-22409,JOHN FRANCIS BARRETT,BARRETT CELLARS,114 W NEWGROVE ST,LANCASTER,CA,93534,LOS ANGELES,34.6941179,-118.1607509
CA-W-1901,MARIMAR TORRES ESTATE CORPORATION,MARIMAR ESTATE VINEYARDS & WINERY,11400 GRATON RD,SEBASTOPOL,CA,95472,SONOMA,38.422292,-122.903504
CA-W-16604,GARY RICHARD BRANHAM,BRANHAM ESTATE WINES,1141 GRANT AVE,HEALDSBURG,CA,95448,SONOMA,38.6010327,-122.8412889
CA-W-17752,E. & J. GALLO WINERY,J VINEYARDS & WINERY,11447 OLD REDWOOD HWY,HEALDSBURG,CA,95448,SONOMA,38.572639,-122.8427365
CA-W-24034,CETANI FAMILY VINEYARDS,CETANI FAMILY VINEYARDS,11450 NEW AVE,GILROY,CA,95020,SANTA CLARA,37.073839,-121.558965
CA-W-1664,"KLEIN FOODS, INC.",RODNEY STRONG VINEYARDS,11455 OLD REDWOOD HWY,HEALDSBURG,CA,95448,SONOMA,38.5732554,-122.8439262
CA-W-2759,"TOAD HOLLOW VINEYARDS, INC.",TOAD HOLLOW,11455 OLD REDWOOD HWY,HEALDSBURG,CA,95448,SONOMA,38.5732554,-122.8439262
CA-W-2856,CHRISTOPHER M. LOXTON,LOXTON CELLARS,11466 DUNBAR RD,GLEN ELLEN,CA,95442,SONOMA,38.3881753,-122.5320148
CA-W-23843,CASTERMAN & SONS LLC,CASTERMAN & SONS,115 BEVERLY LN,SIERRAVILLE,CA,96126,SIERRA,39.5757516,-120.3706549
CA-W-3571,ABUNDANCE VINEYARDS LLC,ABUNDANCE VINEYARDS,1150 W TURNER RD,LODI,CA,95242,SAN JOAQUIN,38.1452949,-121.3295679
CA-W-21274,"S & S GARCIA & ASSOCIATES, LLC",GARCIA'S VINEYARD & WINERY,1152 A JAYBIRD LANE LN,RAMONA,CA,92065,SAN DIEGO,33.0210708,-116.8641396
CA-W-20065,SHED HORN CELLARS LLC,SHED HORN CELLARS,11520 SOCRATES MINE RD,MIDDLETOWN,CA,95461,LAKE,38.7838381,-122.693085
CA-W-3250,ALAN JAMES ESTRADA AND SANDRA LYN ESTRADA,ELK PRAIRIE VINEYARD,11544 DYERVILLE LOOP RD,MYERS FLAT,CA,95554,HUMBOLDT,40.286762,-123.802134
CA-W-22207,"CHRIS PHELPS WINES, LLC",AD VIVUM,1155 MEE LN,RUTHERFORD,CA,94573,NAPA,38.4706119,-122.4291175
CA-W-15584,"ALPHA & OMEGA WINERY, LLC",ALPHA & OMEGA WINERY,1155 MEE LN,RUTHERFORD,CA,94574,NAPA,38.4706119,-122.4291175
CA-W-15974,"R.A. HARRISON FAMILY CELLARS, LLC",R.A. HARRISON FAMILY CELLARS,1155 MEE LN,RUTHERFORD,CA,94573,NAPA,38.4706119,-122.4291175
CA-W-22115,"RAMSEY WINE CELLARS, INC.",RAMSEY WINE CELLARS,1155 MEE LN,RUTHERFORD,CA,94573,NAPA,38.4706119,-122.4291175
CA-W-21155,RED TAIL HAWK WINERY LLC,RED TAIL HAWK WINERY,1155 MEE LN,ST. HELENA,CA,94574,NAPA,38.4706119,-122.4291175
CA-W-22206,ANTHONY TUNG JU SHEN,SUNSHINE VALLEY VINEYARDS,1155 MEE LN,RUTHERFORD,CA,94574,NAPA,38.4706119,-122.4291175
CA-W-2833,"MIRANDA WINES, LLC",KIRIGIN CELLARS,11550 WATSONVILLE RD,GILROY,CA,95020,SANTA CLARA,37.0462307,-121.6521951
CA-W-17531,"HELWIG TASTING ROOM, LLC",HELWIG VINEYARDS & WINERY,11555 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR,38.530451,-120.810918
CA-W-22539,JENNIFER JULIE REICHARDT,RAFT WINES,1160 B HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4796328,-122.7408875
CA-W-21119,MASCARIN FAMILY ESTATES LLC,32 WINDS WINE,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096
CA-W-21950,TORANO FAMILY VINEYARDS,A. TORANO FAMILY WINES,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096
CA-W-23686,PATRICK J TROVATO III,ASKEW WINERY,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096
CA-W-22374,"BATTLE FAMILY VINEYARDS, LLC",BATTLE FAMILY VINEYARDS,1160 HOPPER AVE,SANTA ROSA,CA,95403,,38.4787228,-122.7408096
