PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude,Merge_Name
CA-W-23079,"REGENERATIVE GIFT, LLC",BARTHOLOMEW ESTATE WINERY,1000 VINEYARD LN,SONOMA,CA,95476,SONOMA,38.3017308,-122.4248061,BARTHOLOMEW
CA-W-2252,GIUSEPPE J. BATTAGLINI,BATTAGLINI WINERY & VINEYARD,2948 PINER RD,SANTA ROSA,CA,95401,SONOMA,38.4661193,-122.7876205,BATTAGLINI
CA-W-23126,"SUMMIT VINEYARDS ESTATE, LLC",BEAU VIGNE WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,BEAU VIGNE
CA-W-17336,"BEDARRA ESTATES, INC.",BEDARRA VINEYARDS,24505 CHIANTI RD,CLOVERDALE,CA,95425,SONOMA,38.7385847,-122.9499071,BEDARRA
CA-W-21783,"BEDROCK WINE COMPANY, LP BEDROCK WINE COMPANY L.L.C. , GENARAL PARTNER",BEDROCK WINE COMPANY,21481 EIGHTH ST E STE 15B,SONOMA,CA,95476,SONOMA,38.2627706,-122.4421235,BEDROCK
CA-W-23380,BEEHAVE WINERY LLC,BEEHAVE WINES,3354 COFFEY LN STE A,SANTA ROSA,CA,95403,SONOMA,38.4714515,-122.7423991,BEEHAVE
CA-W-3233,"SPANOS-BERBERIAN WINERY, LLC",BELL WINE CELLARS,6200 WASHINGTON ST,YOUNTVILLE,CA,94599,NAPA,38.3886282,-122.3467147,BELL
CA-W-2663,"ADAMS WINERY, LLC",BELLA VINEYARDS,9711 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.7056418,-122.9816048,BELLA
CA-W-21241,DRY CREEK BUSINESS AUTHORITY,BELLACANA,4001 HIGHWAY 128,GEYSERVILLE,CA,95441,SONOMA,38.6886052,-122.8489052,BELLACANA
CA-W-16126,NUAGE LLC,BELLE GLOS,8700 CONN CREEK RD,RUTHERFORD,CA,94573,NAPA,38.4698647,-122.3987071,BELLE GLOS
CA-W-17373,"BELLO FAMILY VINEYARD, LLC",BELLO FAMILY VINEYARD,55 ENTERPRISE DR #5,NAPA,CA,94558,NAPA,38.2608893,-122.2732062,BELLO
CA-W-23853,VAN ZYL FAMILY LLC DBA BELONG WINE CO.,BELONG WINE CO.,1 EXECUTIVE WAY,NAPA,CA,94558,NAPA,38.2239412,-122.2567435,BELONG
CA-W-23325,BELTANE INC.,BELTANE RANCH,22020 CARNEROS VINEYARD WAY STE 5,SONOMA,CA,95476,SONOMA,38.2552759,-122.4381754,BELTANE RANCH
CA-W-2100,"BENESSERE VINEYARDS, LTD.",BENESSERE VINEYARDS,1010 BIG TREE RD,SAINT HELENA,CA,94574,NAPA,38.552377,-122.506042,BENESSERE
CA-W-3463,BENNETT LANE WINERY LLC,BENNETT LANE WINERY,3340 HIGHWAY 128,CALISTOGA,CA,94515,NAPA,38.599922,-122.6151602,BENNETT LANE
CA-W-16570,BENOVIA WINERY LLC,BENOVIA WINERY,3339 HARTMAN LN,SANTA ROSA,CA,95401,SONOMA,38.4771658,-122.8021462,BENOVIA
CA-W-23257,BFW ENTERPRISES LLC,BENTON FAMILY WINES,880 VALLEJO ST,NAPA,CA,94559,NAPA,38.3045601,-122.2869947,BENTON
CA-W-22129,THE WINE GROUP LLC,BENZIGER FAMILY WINERY,1883 LONDON RANCH RD,GLEN ELLEN,CA,95442,SONOMA,38.3606025,-122.5418592,BENZIGER
CA-W-23017,BERGMAN FAMILY VINEYARDS LLC,BERGMAN FAMILY VINEYARDS,3730 SILVERADO TRL N,SAINT HELENA,CA,94574,NAPA,38.554794,-122.5010513,BERGMAN
CA-W-17283,BERRIDGE WINE COMPANY LLC,BERRIDGE WINE COMPANY,2064 GRAVENSTEIN HWY STE 120 BL,SEBASTOPOL,CA,95472,SONOMA,38.4233079,-122.8501115,BERRIDGE
CA-W-16551,"BERTHOUD WINERY, INC.",BERTHOUD WINERY,1265 CRAIG AVE,SONOMA,CA,95476,SONOMA,38.3028498,-122.5019233,BERTHOUD
CA-W-21054,"BEVAN CELLARS, LLC",BEVAN CELLARS,3125 ST HELENA HWY N,ST. HELENA,CA,94574,NAPA,38.5280744,-122.5025304,BEVAN
CA-W-15808,"BEVAN CELLARS, LLC",BEVAN CELLARS,7633 SILVERADO TRL,OAKVILLE,CA,94558,NAPA,38.4536739,-122.3622811,BEVAN
CA-W-21284,"BIDWELL CREEK VINEYARD, LLC",BIDWELL CREEK VINEYARD,588 ZINFANDEL LN,ST. HELENA,CA,94574,NAPA,38.487409,-122.437755,BIDWELL CREEK
CA-W-2716,"BIGHORN CELLARS, LLC",BIGHORN CELLARS,2731 & 2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA,38.248487,-122.275618,BIGHORN
CA-W-22565,WASH PARK VINTNERS LLC,BIGSBY'S FOLLY,21660 E 8TH ST BLDG A STE A,SONOMA,CA,95476,SONOMA,38.2593961,-122.4378415,BIGSBY'S FOLLY
CA-W-17429,"LIQUID TRADE SOLUTIONS, INC.",BIGVINE,1451 STANLY LN,NAPA,CA,94559,NAPA,38.2445664,-122.2934327,BIGVINE
CA-W-15591,"BIN TO BOTTLE, LLC",BIN TO BOTTLE,110 -122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.2291305,-122.2555266,BIN TO BOTTLE
CA-W-23641,SHANE CHRISTOPHER KECK,BIRD OF NIGHT WINES,1160 HOPPER AVE B,SANTA ROSA,CA,95403,SONOMA,38.4791031,-122.7410232,BIRD OF NIGHT
CA-W-23134,BIRDHORSE WINES LLC,BIRDHORSE WINES,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,BIRDHORSE
CA-W-22704,CATHOLICA SOCIETATE,BISHOP'S VINEYARD,2747 & 2731 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA,38.2487267,-122.27657,BISHOP'S
CA-W-16028,"GB WINES, LLC",BJORNSTAD CELLARS,3358 COFFEY LN,SANTA ROSA,CA,95403,SONOMA,38.4722735,-122.7431565,BJORNSTAD
CA-W-15990,"BLACK COYOTE CHATEAU, LLC",BLACK COYOTE,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,BLACK COYOTE
CA-W-22177,"BLACK SEARS ESTATE WINES, LLC",BLACK SEARS,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA,38.5981148,-122.4635753,BLACK SEARS
CA-W-17236,DELICATO VINEYARDS,BLACK STALLION WINERY,4089 SILVERADO TRL,NAPA,CA,94558,NAPA,38.3598824,-122.2916941,BLACK STALLION
CA-W-17405,"BLACKBIRD VINEYARDS, LLC",BLACKBIRD VINEYARDS,7830 SAINT HELENA HWY SUITE 2,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388,BLACKBIRD
CA-W-16189,"VERSATILE VINES, LLC",BLAGDEN WINES,851 MAGNOLIA DR,HEALDSBURG,CA,95448,SONOMA,38.5922955,-122.8619903,BLAGDEN
CA-W-20270,"BLANCHARD FAMILY WINES, LLC",BLANCHARD FAMILY WINES,109 W NORTH ST,HEALDSBURG,CA,95448,SONOMA,38.611398,-122.875716,BLANCHARD
CA-W-15439,"BLANKIET ESTATE, LLC",BLANKIET ESTATE,2358 CALIFORNIA DR,YOUNTVILLE,CA,94599,NAPA,38.4007243,-122.3837626,BLANKIET
CA-W-20405,SANTA CROCE LLC,BLOODLINES,105 ZINFANDEL LN,ST. HELENA,CA,94574,NAPA,38.4889858,-122.4282924,BLOODLINES
CA-W-22377,"BAW, INC.",BLUE APRON WINE,2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA,38.248487,-122.275618,BLUE APRON
CA-W-23298,BLUE FARM LLC,BLUE FARM,1240 DUHIG RD,NAPA,CA,94558,NAPA,38.2554879,-122.351308,BLUE FARM
CA-W-22389,"BLUE FROG WINES, INC.",BLUE FROG WINERY,901 ENTERPRISE WAY STE C,NAPA,CA,94558,NAPA,38.2586856,-122.2736068,BLUE FROG
CA-W-16653,"BLUE HALL, LLC",BLUE HALL VINEYARD,994 WHITE COTTAGE RD,ANGWIN,CA,94508,NAPA,38.5934553,-122.4428848,BLUE HALL
CA-W-23603,"K.J. GELLIS, LLC",BLUE MONSTER,1181 LAS POSADAS RD,ANGWIN,CA,94508,NAPA,38.5482158,-122.4086058,BLUE MONSTER
CA-W-15772,"BLUEROCK VINEYARD, LLC",BLUE ROCK VINEYARD,24511 RICH RANCH RD,CLOVERDALE,CA,95425,SONOMA,38.7340794,-122.9451673,BLUE ROCK
CA-W-22743,"MBB WINES, LLC",BN WINES,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA,38.4465684,-122.6024999,BN
CA-W-17594,"BNA WINE GROUP, LLC",BNA WINE GROUP,707 TECHNOLOGY WAY,NAPA,CA,94558,NAPA,38.2251248,-122.2681359,BNA GROUP
CA-W-22460,BOARS' VIEW LLC,BOARS' VIEW,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA,38.5958836,-122.6065815,BOARS' VIEW
CA-W-21871,ROBERT BOLAN,BOB BOLAN WINES,975 DEER PARK RD,SAINT HELENA,CA,94574,NAPA,38.5514028,-122.4706512,BOB BOLAN
CA-W-22405,"BOB CABRAL WINE CONSULTING, LLC",BOB CABRAL WINES,"21692 E 8TH ST BLDG B, STE 280",SONOMA,CA,95476,SONOMA,38.2589716,-122.4395579,BOB CABRAL
CA-W-21703,"WEFEW VINTNERS, LLC",BODKIN WINES,"2064 GRAVENSTEIN HWY, N BLDG 1 STE 122",SEBASTOPOL,CA,95472,SONOMA,38.4244389,-122.8481434,BODKIN
CA-W-15663,"BOESCHEN VINEYARDS, LLC",BOESCHEN VINEYARDS,3242 SILVERADO TRL,SAINT HELENA,CA,94574,NAPA,38.5390399,-122.4875636,BOESCHEN
CA-W-17644,"K. BEITLER, LLC",BOHEME WINES,6450 FIRST ST UNITS A&B,FORESTVILLE,CA,95436,SONOMA,38.4735237,-122.8902721,BOHEME
CA-W-22378,MAYACAMA FARMS LLC,BOICH FAMILY CELLAR,3524 SILVERADO TRL,ST. HELENA,CA,94574,NAPA,38.5473988,-122.4883611,BOICH
CA-W-23538,"BONNEAU WINERY, LLC",BONNEAU WINERY,21660 E 8TH ST BLDG A,SONOMA,CA,95476,SONOMA,38.2593961,-122.4378415,BONNEAU
CA-W-15265,ANA MARIA BECKER & GILBERT SCOTT BECKER,BOODEAUX VINEYARDS,1111 BERRY ST,CALISTOGA,CA,94515,NAPA,38.5769899,-122.583867,BOODEAUX
CA-W-24009,"BORDIGIONI FAMILY WINERY, LLC",BORDIGIONI FAMILY WINERY,10200 SONOMA HWY,KENWOOD,CA,95442,SONOMA,38.4063036,-122.5419918,BORDIGIONI
CA-W-1598,"BOUCHAINE VINEYARDS, INC.",BOUCHAINE VINEYARDS,1075 BUCHLI STATION RD,NAPA,CA,94559,NAPA,38.2223894,-122.3339598,BOUCHAINE
CA-W-3545,"BOURASSA WINE GROUP, LLC",BOURASSA VINEYARDS,"190 CAMINO ORUGA SUITES H,J",NAPA,CA,94558,NAPA,38.2277376,-122.2541354,BOURASSA
CA-W-15715,"BOYD FAMILY VINEYARDS, LLC",BOYD FAMILY VINEYARDS,4326 BIG RANCH RD,NAPA,CA,94558,NAPA,38.3618081,-122.3121571,BOYD
CA-W-20459,"ENOS VINEYARDS, INC.",BRACK MOUNTAIN WINE COMPANY,2064 N HIGHWAY 116- BLDG. #1 STE 134,SEBASTOPOL,CA,95472,SONOMA,38.4232999,-122.8506141,BRACK MOUNTAIN
CA-W-2450,BELVEDERE WINE COMPANY,BRADFORD MOUNTAIN,6309 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6730197,-122.9460887,BRADFORD MOUNTAIN
CA-W-16424,"BRAGG VINEYARDS, LLC",BRAGG VINEYARDS,2020 CEDAR ST,CALISTOGA,CA,94515,NAPA,38.5818833,-122.5891016,BRAGG
CA-W-23304,BRAND NV LLC,BRAND NAPA VALLEY,90 LONG RANCH RD,SAINT HELENA,CA,94574,NAPA,38.4708756,-122.3579988,BRAND NAPA VALLEY
CA-W-23769,"BRANDON GREGORY ESTATE, LLC","BRANDON GREGORY ESTATE, LLC",15 CHATEAU LN,NAPA,CA,94558,NAPA,38.3074544,-122.2475085,BRANDON GREGORY
CA-W-16604,GARY RICHARD BRANHAM,BRANHAM ESTATE WINES,1141 GRANT AVE,HEALDSBURG,CA,95448,SONOMA,38.6010327,-122.8412889,BRANHAM
CA-W-16616,BRASSET CELLARS LLC,BRASSET CELLARS,428 HUDSON ST,HEALDSBURG,CA,95448,SONOMA,38.6062923,-122.8624661,BRASSET
CA-W-17544,"CAIRDEAN VINEYARDS, LLC",BRASSWOOD CELLARS,3125 ST. HELENA HWY N,SAINT HELENA,CA,94574,NAPA,38.5280744,-122.5025304,BRASSWOOD
CA-W-15943,"HOWELL MOUNTAIN VINEYARD COMPANY, LLC",BRAVANTE VINEYARDS,330 STONERIDGE RD,ANGWIN,CA,94508,NAPA,38.5677473,-122.4631234,BRAVANTE
CA-W-23650,"BREATHLESS, LLC",BREATHLESS WINES,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.6130395,-122.8765579,BREATHLESS
CA-W-21869,"BRIAN ARDEN WINES HOLDINGS, INC.",BRIAN ARDEN WINES,331 SILVERADO TRL,CALISTOGA,CA,94515,NAPA,38.5830289,-122.5653551,BRIAN ARDEN
CA-W-16224,"HOUDINI, INC.",BRIAR CREEK CELLARS,2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA,38.248487,-122.275618,BRIAR CREEK
CA-W-21741,BALL WINES LLC,BRICK ANGEL,902 ENTERPRISE WAY STE P,NAPA,CA,94558,NAPA,38.2587139,-122.2717063,BRICK ANGEL
CA-W-22779,BRICOLEUR VINEYARDS LLC,BRICOLEUR VINEYARDS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,BRICOLEUR
CA-W-23534,BRICOLEUR VINEYARDS LLC,BRICOLEUR VINEYARDS,7394 STARR RD,WINDSOR,CA,95492,SONOMA,38.5254322,-122.831729,BRICOLEUR
CA-W-22230,BRIGHT CELLARS INC.,BRIGHT CELLARS,980 AIRWAY CT BLDG 2,SANTA ROSA,CA,95403,SONOMA,38.4743354,-122.7355428,BRIGHT
CA-W-21428,BROADWAY VINEYARDS LLC,BROADWAY VINEYARDS,22985 E BURNDALE RD BLDG A & B,SONOMA,CA,95476,SONOMA,38.2453253,-122.4224812,BROADWAY
CA-W-2522,MARGARET J. WIERENGA,BROGAN CELLARS,3232 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6513915,-122.9191571,BROGAN
CA-W-2356,"BROMAN & ASSOCIATES, INC.",BROMAN CELLARS,5400 OLD SONOMA RD,NAPA,CA,94559,NAPA,38.255781,-122.3413075,BROMAN
CA-W-16629,GARY BRIAN BROOKMAN,BROOKMAN WINE CO.,7850 SILVERADO TRL,NAPA,CA,94558,NAPA,38.462719,-122.371092,BROOKMAN
CA-W-21389,"BROOKSIDE WINERY, LLC",BROOKSIDE WINERY,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,CA,94558,NAPA,38.260461,-122.2739179,BROOKSIDE
CA-W-23673,"BROOKS NOTE WINES, LLC",BROOKS-NOTE WINERY,426 PETALUMA BLVD N,PETALUMA,CA,94952,SONOMA,38.2400931,-122.6428103,BROOKS-NOTE
CA-W-16414,BROVELLI-BETTINI LLC,BROVELLI-BETTINI WINERY,3211 TWIN OAKS DR,NAPA,CA,94558,NAPA,38.2962695,-122.3411526,BROVELLI-BETTINI
CA-W-3198,"BROWN ESTATE VINEYARDS, LLC",BROWN ESTATE VINEYARDS,3233 SAGE CANYON RD,SAINT HELENA,CA,94574,NAPA,38.5051868,-122.2767534,BROWN
CA-W-3284,"BRYANT VINEYARDS, LTD.",BRYANT FAMILY VINEYARD,1567 SAGE CANYON RD,SAINT HELENA,CA,94574,NAPA,38.48435,-122.340211,BRYANT
CA-W-15746,KIMBERTON WINES LLC,BUCCELLA,860 KAISER RD SUITE I,NAPA,CA,94558,NAPA,38.2580643,-122.2727438,BUCCELLA
CA-W-16074,BUCKLIN LLC,BUCKLIN,21481 8TH ST E STE 1,SONOMA,CA,95476,SONOMA,38.2627706,-122.4421235,BUCKLIN
CA-W-799,"BUEHLER VINEYARDS, INC.",BUEHLER VINEYARDS,820 GREENFIELD RD,SAINT HELENA,CA,94574,NAPA,38.5154506,-122.3879088,BUEHLER
CA-W-17718,BUGAY FAMILY LIMITED PARTNERSHIP,BUGAY WINES,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,BUGAY
CA-W-23721,BUHMAN ESTATE VINEYARDS LLC,BUHMAN FAMILY VINEYARDS,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,CA,94558,NAPA,38.260461,-122.2739179,BUHMAN
CA-W-16830,GEORGE MCKELVY CARR,BUMP WINE CELLARS,22985 BURNDALE RD BLDG A & B,SONOMA,CA,95476,SONOMA,38.2453253,-122.4224812,BUMP
CA-W-23375,MICHAEL F. SMOLICH AND ROGER R. SMITH,BUMP CITY WINE CO.,23355 MILLERICK RD,SONOMA,CA,95476,SONOMA,38.236154,-122.448323,BUMP CITY
CA-W-16781,MARK JOSEPH BUNTER,BUNTERSPRING WINERY,1062 FIRST AVE,NAPA,CA,94558,NAPA,38.2987248,-122.251364,BUNTERSPRING
CA-W-17657,"BUON VINO, INC.",BUON VINO,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,BUON VINO
CA-W-3423,"BUONCRISTIANI WINE CO., LLC",BUONCRISTIANI WINE CO.,"45 ENTERPRISE CT 1, 3 & 4",NAPA,CA,94558,NAPA,38.2604164,-122.2744363,BUONCRISTIANI
CA-W-20352,"BURE FAMILY WINES, INC.",BURE FAMILY WINES,3730 SILVERADO TRAIL,ST. HELENA,CA,94574,NAPA,38.554794,-122.5010513,BURE
CA-W-21595,"GARAGISTE CELLARS, LLC",BURT STREET CELLARS,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA,38.4465684,-122.6024999,BURT STREET
CA-W-21852,"BUSELLI FAMILY WINES, LLC",BUSELLI FAMILY WINES,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,CA,94558,NAPA,38.260461,-122.2739179,BUSELLI
CA-W-23517,BXT BUBBLES BY TOM LLC,BXT BUBBLES BY TOM,3548 SANDYBROOK LN,NAPA,CA,94558,NAPA,38.3049155,-122.3438092,BXT BUBBLES BY TOM
CA-W-22974,"BYDAND WINES, LLC",BYDAND WINES,1200 AMERICAN WAY,WINDSOR,CA,95492,SONOMA,38.5296929,-122.799854,BYDAND
CA-W-24067,"BYRDCOOP, LLC",BYRD VINEYARD,24505 CHIANTI RD,CLOVERDALE,CA,95425,SONOMA,38.7385847,-122.9499071,BYRD
CA-W-15093,"C. BECK, LLC",C. BECK WINERY,2424 JANIS WAY,CALISTOGA,CA,94515,NAPA,38.5841678,-122.5938614,C. BECK
CA-W-20219,QUO VINO LLC,C. DONATIELLO WINERY,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,C. DONATIELLO
CA-W-16149,"VILLA ENCINAL PARTNERS, L.P.",CADE WINERY,360 HOWELL MOUNTAIN RD,ANGWIN,CA,94508,NAPA,38.5608205,-122.4481347,CADE
CA-W-23948,"CADLE FAMILY WINES, LLC",CADLE FAMILY WINES,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.6037103,-122.8630696,CADLE
CA-W-1862,"CAIN CELLARS, INC.",CAIN VINEYARD & WINERY,3800 LANGTRY RD,SAINT HELENA,CA,94574,NAPA,38.4978258,-122.537937,CAIN
CA-W-15317,RANDLE GENE JOHNSON,CALAFIA WINES,851 MAGNOLIA DR,HEALSDBURG,CA,95448,SONOMA,38.5922955,-122.8619903,CALAFIA
CA-W-20332,ROBERT WILLIAMS,CALDER WINE COMPANY,1620 S WHITEHALL LN,SAINT HELENA,CA,94574,NAPA,38.4615461,-122.4445343,CALDER
CA-W-3012,"CALDWELL WINERY, LLC",CALDWELL VINEYARD,270 KREUZER LN,NAPA,CA,94559,NAPA,38.280827,-122.2284214,CALDWELL
CA-W-2545,"CALIFORNIA CIDER CO., INC.",CALIFORNIA CIDER COMPANY,2064 GRAVENSTEIN HWY,SEBASTOPOL,CA,95472,SONOMA,38.4244389,-122.8481434,CALIFORNIA CIDER
CA-W-21469,CALLA LILY ESTATE & WINERY LLC,CALLA LILY ESTATE & WINERY,6307 POPE VALLEY RD,POPE VALLEY,CA,94567,NAPA,38.62506,-122.445127,CALLA LILY
CA-W-16057,CALLUNA VINEYARDS LLC,CALLUNA VINEYARDS,3358 COFFEY LN STE D,SANTA ROSA,CA,95403,SONOMA,38.4722735,-122.7431565,CALLUNA
CA-W-21244,RICHARD EDWIN DAVIS,CALSTAR CELLARS,3360 COFFEY LN STE E,SANTA ROSA,CA,95403,SONOMA,38.4722626,-122.7445677,CALSTAR
CA-W-22952,LM SHELTON VINEYARD LLC,CAMI VINEYARDS,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA,38.5981148,-122.4635753,CAMI
CA-W-17507,CAMPANA RANCH WINERY LLC,CAMPANA RANCH WINERY,3631 MARK WEST STATION RD,WINDSOR,CA,95492,SONOMA,38.5120549,-122.845674,CAMPANA RANCH
CA-W-24007,"CANARD VINEYARDS, LLC",CANARD VINEYARD,1016 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA,38.5755103,-122.5556796,CANARD
CA-W-16660,"CANARD VINEYARDS, LLC",CANARD VINEYARDS,4550 SILVERADO TRL,CALISTOGA,CA,94515,NAPA,38.5754844,-122.5495595,CANARD
CA-W-16075,"CANIHAN WINES, LLC",CANIHAN FAMILY CELLARS,21684 EIGHTH ST SUITE 450,SONOMA,CA,95476,SONOMA,38.2596244,-122.4363772,CANIHAN
CA-W-23099,"CANNATELLI WINES, LLC",CANNATELLI WINES,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,CANNATELLI
CA-W-21739,"E STRING CELLARS, LLC",CAPO CREEK WINERY,7171 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6815757,-122.9534982,CAPO CREEK
CA-W-22735,"ISETTA FAMILY, LLC",CAPO ISETTA,3637 FREI RD,SEBASTOPOL,CA,95472,SONOMA,38.4364734,-122.8461954,CAPO ISETTA
CA-W-21582,MARK CAPORALE,CAPORALE WINERY,5300 MOUNTAIN HOME RANCH RD,CALISTOGA,CA,94515,SONOMA,38.562121,-122.628659,CAPORALE
CA-W-23703,"CARDANO WINES, LLC",CARDANO ESTATES,110 - 122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,CARDANO
CA-W-21530,"CARDINAL RULE WINES, LLC",CARDINAL RULE WINES,4791 DRY CREEK RD BLDG 9-C,HEALDSBURG,CA,95448,SONOMA,38.366265,-122.3763331,CARDINAL RULE
CA-W-16489,"JACKSON FAMILY WINES, INC.",CARDINALE WINERY,7600 ST HELENA HWY,OAKVILLE,CA,94562,NAPA,38.4290519,-122.3903056,CARDINALE
CA-W-21343,CARLISLE WINERY & VINEYARDS LLC,CARLISLE WINERY,6301 STARR RD,WINDSOR,CA,95492,SONOMA,38.5202886,-122.8421637,CARLISLE
CA-W-16868,"CARNEROS VINTNERS, INC.",CARNEROS VINTNERS,4202 STAGE GULCH RD,SONOMA,CA,95476,SONOMA,38.243452,-122.5076594,CARNEROS
CA-W-17056,"CARNEROS WINE COMPANY, INC.",CARNEROS WINE COMPANY,1134 DEALY LN,NAPA,CA,94559,NAPA,38.2630002,-122.3415289,CARNEROS
CA-W-21325,"JACKSON FAMILY WINES, INC.",CARNEROS HILLS WINERY,27000 RAMAL RD,SONOMA,CA,95476,SONOMA,38.2261003,-122.3784498,CARNEROS HILLS
CA-W-15745,SHELTON-MACKENZIE WINE COMPANY,CAROL SHELTON WINES,3354 COFFEY LN,SANTA ROSA,CA,95403,SONOMA,38.4714515,-122.7423991,CAROL SHELTON
CA-W-21907,SHELTON-MACKENZIE WINE COMPANY,CAROL SHELTON WINES,4001 HIGHWAY 128,GEYSERVILLE,CA,95441,SONOMA,38.6886052,-122.8489052,CAROL SHELTON
CA-W-16930,LAURA CARPENTER,CARPENTER,18850 HASSETT LN 6&7,GEYSERVILLE,CA,95441,SONOMA,38.6766393,-122.8630476,CARPENTER
CA-W-16974,CELLAR RAT CELLARS LLC,CARTOGRAPH,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,CARTOGRAPH
CA-W-22965,"CARYQ WINES, LLC",CARYQ WINES,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,CARYQ
CA-W-3441,MELISSA MARGARET MORAVEC & KURT G. REAUME,CASA CARNEROS,1075 BUCHLI STATION RD,NAPA,CA,94559,NAPA,38.2223894,-122.3339598,CASA CARNEROS
CA-W-15244,"CASA NUESTRA, LLC",CASA NUESTRA,3473 SILVERADO TER,SAINT HELENA,CA,94574,NAPA,38.5436007,-122.4945511,CASA NUESTRA
CA-W-16041,"FIVE VINES, LLC",CASA PIENA,3730 SILVERADO TRL,SAINT HELENA,CA,94574,NAPA,38.554794,-122.5010513,CASA PIENA
CA-W-21960,"CASSATA-SONOMA, LLC",CASSATA SONOMA,21684 E EIGHTH ST STE 470,SONOMA,CA,95476,SONOMA,38.2595943,-122.4361497,CASSATA SONOMA
CA-W-16899,CASTELLI WINERY LLC,CASTELLI WINERY,9760 GREEN VALLEY RD,SEBASTOPOL,CA,95472,SONOMA,38.4434435,-122.8831141,CASTELLI
CA-W-3393,"VILLA AMOROSA, INC.",CASTELLO DI AMOROSA,4045 SAINT HELENA HWY,CALISTOGA,CA,94515,NAPA,38.5585812,-122.5427528,CASTELLO DI AMOROSA
CA-W-23275,CASTELLUCCI NAPA VALLEY LLC,CASTELLUCCI NAPA VALLEY,4455 ST HELENA HWY N,CALISTOGA,CA,94515,NAPA,38.563944,-122.563579,CASTELLUCCI NAPA VALLEY
CA-W-22343,"CASTIEL ESTATE, LLC",CASTIEL ESTATE,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,CASTIEL
CA-W-15505,"SOUTH BAY WINE GROUP, LLC",CASTLE ROCK WINERY,300 VIA ARCHIMEDES,GEYSERVILLE,CA,95441,SONOMA,38.6791983,-122.8878361,CASTLE ROCK
CA-W-23736,HOLLSTED THOMAS COX,CASTLEVALE,3125 N ST HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5280744,-122.5025304,CASTLEVALE
CA-W-21485,"CASTRUCCI WINES, LLC",CASTRUCCI WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,CASTRUCCI
CA-W-23672,THE UNFOUNDED COLLECTIVE LLC,CATCH AND RELEASE WINES,589 TROUT WAY,NAPA,CA,94558,NAPA,38.318011,-122.282993,CATCH AND RELEASE
CA-W-20197,CAZADERO WINERY LLC,CAZADERO WINERY,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA,38.5785581,-122.8367862,CAZADERO
CA-W-20184,"CLAYPOOL CELLARS, LLC",CC PACHYDERM,64 BONNEAU RD,SONOMA,CA,95476,SONOMA,38.235894,-122.4637956,CC PACHYDERM
CA-W-17247,"CEDAR KNOLL VINEYARDS, INC.",CEDAR KNOLL VINEYARDS,4029 HAGEN RD,NAPA,CA,94558,NAPA,38.3231899,-122.224353,CEDAR KNOLL
